RepeFonct,ElemSys,LibOccur,LineRev,ComponentKind,Contrat,Type,Manufact,ActuKind,ActuRef,PSU_ECS1,PSU_Volt1,CompartAlloc,t_CloseReq,ValvFailSfPositn,SGApp
-DWK2204RA-,-DWK,[E],I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2205RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2206RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2207RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2208RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2209RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2210RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2214RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2215RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2216RA-,-DWK,[E],I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2218RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.5,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2219RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2220RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2221RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2222RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2223RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2225RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2227RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2229RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2230RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2231RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2232RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2233RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2234RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2235RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2236RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2237RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2238RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2239RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2240RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2241RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2242RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2243RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2244RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2245RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2247RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2249RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2250RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2251RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2252RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2253RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2254RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2257RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2258RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2260RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2262RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2263RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2264RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2266RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2267RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2268RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2269RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2270RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2274RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2275RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2277RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2278RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2279RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2280RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2282RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2283RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2284RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2285RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2287RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2288RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2289RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2290RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2291RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2292RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2296RA-,-DWK,AIR EXTRCT.BAL.DMPR.CELL4,I.3,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2298RA-,-DWK,AIR EXTRCT.CHECK.DMPR.CELL4,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2301RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2302RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2303RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2304RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2305RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2306RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2307RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2308RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2309RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2310RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2311RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2312RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2314RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2316RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2317RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2318RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2319RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2320RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2321RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2323RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2324RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2325RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2326RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2327RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2328RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2329RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2330RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,A0101169,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2331RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2332RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2333RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2334RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2335RA-,-DWK,Fire Damper,I.3,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2339RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2340RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2341RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2342RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2343RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2344RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2345RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2346RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2348RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2350RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-250,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2351RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2352RA-,-DWK,Fire Damper,I.3,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2353RA-,-DWK,Fire Damper,I.3,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2354RA-,-DWK,Fire Damper,I.3,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2358RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2360RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2362RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2363RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2366RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2369RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,A0101169,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2370RA-,-DWK,Fire Damper,I.3,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2376RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2377RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2379RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2380RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2381RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2382RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2383RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2385RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2386RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,NuACT-260,null,[NE],null,[NE],[NE],SG41-04-1
-DWK2392RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2393RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2394RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2395RA-,-DWK,Fire Damper,I.4,Fire Damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2399RA-,-DWK,Fire Damper,I.3,Fire Damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-04-1
-DWK2401RA-,-DWK,[E],I.4,Manual isolation damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2402RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2403RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2404RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2405RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2406RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2407RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2408RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.5,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2409RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.5,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2410RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2411RA-,-DWK,AIR SUPPL.BAL.DMPR.CELL5,I.4,Balancing Damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2412RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2413RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2414RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DWK2415RA-,-DWK,AIR SUPPL.CHECK.DMPR.CELL5,I.4,Manual control damper,/HK2721,DAMPER,F2A,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
